created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 24 15:13:36 +0000 2023;1,72E+18;@SBWorkersUnited I stand with Palestine ðŸ‡µðŸ‡¸ @Starbucks  #GenocideSupporters;0;0;0;0;en;1652157577;1,72E+18;omererat;https://twitter.com/omererat/status/1716835338935832816
Tue Oct 24 15:13:36 +0000 2023;1,72E+18;@thetwilightsown @PendantCody @JStein_WaPo The graph actually makes Bernie look better lmao $0 of this money came from PACs;0;0;0;0;en;3410883075;1,72E+18;WithNoE;https://twitter.com/WithNoE/status/1716835338935582858
Tue Oct 24 15:13:36 +0000 2023;1,72E+18;Ø§Ù…Ø§Ù… Ø´Ø§ÙØ¹ÛŒ ÙØ±Ù…Ø§ØªÛ’ ÛÛŒÚº Ù‚Ø±Ø¢Ù† Ù…Ø¬ÛŒØ¯ Ù…ÛŒÚº Ø§ÛŒÚ© Ø§ÛŒØ³ÛŒ Ø§ÛŒØª Ø¨Ú¾ÛŒ ÛÛ’ Ø¬Ùˆ Ø¸Ø§Ù„Ù… Ú©Û’ Ø¯Ù„ Ù…ÛŒÚº ØªÛŒØ± Ø§ÙˆØ± Ù…Ø¸Ù„ÙˆÙ… Ú©Û’ Ø¯Ù„ Ù¾Ø± Ø±Ú©Ú¾Ø§ ÛÙˆØ§ Ù…Ø±ÛÙ… ÛÛ’ ÙˆÛ Ú©ÙˆÙ†Ø³ÛŒØŸ  ÙˆÙŽÙ…ÙŽØ§ ÙƒÙŽØ§Ù†ÙŽ Ø±ÙŽØ¨ÙÙ‘ÙƒÙŽ Ù†ÙŽØ³ÙÙŠÙ‹Ù‘Ø§  *Ø§ÙˆØ± ØªÛŒØ±Ø§ Ù¾Ø±ÙˆØ±Ø¯Ú¯Ø§Ø± Ø¨Ú¾ÙˆÙ„Ù†Û’ ÙˆØ§Ù„Ø§ Ù†ÛÛŒÚº* (Ø³ÙˆØ±Û Ù…Ø±ÛŒÙ…)  *O my beloved oppressed brothers and sisters ðŸ¥¹...  #Palestine;0;0;0;0;ur;1,43E+18;1,72E+18;AzharAb07;https://twitter.com/AzharAb07/status/1716835338889695727
Tue Oct 24 15:13:36 +0000 2023;1,72E+18;@AlexJor03960175 I don't know how to tell you this. Alex. but even the beach is being shelled in Gaza. and it's not something new. Massacres have occurred on the Gaza beach over the past twenty years due to Israeli airstrikes.;0;0;0;0;en;1,71E+18;1,72E+18;PalestineTrs;https://twitter.com/PalestineTrs/status/1716835336360247673
Tue Oct 24 15:13:35 +0000 2023;1,72E+18;@Whiskyfett2 @MartinDaubney I have no concept of a human being condoning what Hamas/Palestine did.;0;0;0;0;en;1,36E+18;1,72E+18;TonyWil37771834;https://twitter.com/TonyWil37771834/status/1716835335743893949
Tue Oct 24 15:13:35 +0000 2023;1,72E+18;guys go follow my (soon to be) private account @Valmixx_pt2 cuz like i need more than one IM STARTING TO GET SUSSED ðŸ˜­ðŸ˜­ðŸ˜­ :p;0;0;0;0;en;1,54E+18;1,72E+18;Valmixx_;https://twitter.com/Valmixx_/status/1716835334733156513
Tue Oct 24 15:13:35 +0000 2023;1,72E+18;@bleepbloop8136 @wateryummy57 wait where did this all stem from ??;0;0;0;0;en;1,70E+18;1,72E+18;josabelsgf;https://twitter.com/josabelsgf/status/1716835334690853103
Tue Oct 24 15:13:35 +0000 2023;1,72E+18;â€œSo scary hamasðŸ¥ºðŸ¥º help usðŸ¥ºðŸ¥ºðŸ¥º  ðŸ¤®â€  #Thalapathy68 #Gaza #Hamas  #VisitIsrael #AlQassam;0;0;0;0;en;2875000404;1,72E+18;meerastew99;https://twitter.com/meerastew99/status/1716835334288552158
Tue Oct 24 15:13:35 +0000 2023;1,72E+18;@verymsandrist No sense just clinkity clankity. So from me saying he showed kindness by seeing that she was uncomfortable and HELPING her means i says she should have stayed under the rubbleðŸ¤£ðŸ¤£ðŸ¤£ yet YOU who saw FOUR men helping dig her out the rubble and said â€˜OPPRESSORSâ€™ ok darling.;0;0;0;0;en;1,15E+18;1,72E+18;we_ouchea;https://twitter.com/we_ouchea/status/1716835333768446223
Tue Oct 24 15:13:35 +0000 2023;1,72E+18;@RishiSunak You are killing innocent children and women in Palestine;0;0;0;0;en;1,65E+18;1,72E+18;HosainShah5217;https://twitter.com/HosainShah5217/status/1716835333466407271
Tue Oct 24 15:13:35 +0000 2023;1,72E+18;@netanyahu This M0nkey is War Criminal in Palestine. The Whole World very  curses you Netanyahu ðŸ’©ðŸ’©ðŸ’©ðŸ’©ðŸ’©ðŸ’©ðŸ’©ðŸ’©ðŸ’©ðŸ’© https://t.co/PBbNMCVk3O;0;0;0;0;en;586968625;1,72E+18;fajar_andro99;https://twitter.com/fajar_andro99/status/1716835333307093420
Tue Oct 24 15:13:35 +0000 2023;1,72E+18;@IranObserver0 Israel will vanish from the map of the world if they will not stop their terrorism in Palestine;0;0;0;0;en;1,60E+18;1,72E+18;fazila_urooj;https://twitter.com/fazila_urooj/status/1716835332036166098
Tue Oct 24 15:13:35 +0000 2023;1,72E+18;@fakhrifadzli Palestine will be free !!! ðŸ‡µðŸ‡¸ðŸ‡µðŸ‡¸ðŸ‡µðŸ‡¸;0;0;0;0;en;1,16E+18;1,72E+18;daqwueen;https://twitter.com/daqwueen/status/1716835332032024589
Tue Oct 24 15:13:34 +0000 2023;1,72E+18;"Scottish Labour's @AnasSarwar called for a peace process and a two state solution that offers peace. freedom and security to the people of Israel and peace. freedom and security to the people of Palestine"".  ""It may feel so far away but I still believe in the cause of peace."" https://t.co/YIzlCYdq46""";0;0;0;0;en;89151961;1,72E+18;HolyroodDaily;https://twitter.com/HolyroodDaily/status/1716835329875825088
Tue Oct 24 15:13:34 +0000 2023;1,72E+18;@POTUS Hamas are NOT terrorists. They did not overthrow any government using violence. they did not blow up any buildings. LEARN US LAW before you talk. Israel overthrew Palestine's government using violence. Israel blows up buildings. ISRAEL ARE THE TERRORISTS. WAKE UP;0;0;0;0;en;109557832;1,72E+18;Mike_Sacramento;https://twitter.com/Mike_Sacramento/status/1716835329662144573
Tue Oct 24 15:13:33 +0000 2023;1,72E+18;@caitoz The only solution is for the Europeans that came to Palestine ðŸ‡µðŸ‡¸ for refuge Bcos of Hitlerâ€™s war to return to Europe where they came from. case closed. The Palestinians will be able once again live in peace. And the illegal settlers will resettle peacefully in Europe and US.;0;0;0;0;en;1,54E+18;1,72E+18;MotunwadeStore;https://twitter.com/MotunwadeStore/status/1716835325673361481
Tue Oct 24 15:13:33 +0000 2023;1,72E+18;@lisanandy So how many more days/weeks are you going to allow this genocide while mouthing pitiful platitudes from the sidelines and egging on the wanton brutality?  Immediate ceasefire. End the siege. Investigate war crimes. Recognise Palestine &amp  Palestinian rights.;0;0;0;0;en;7,80E+17;1,72E+18;Hiding2nowt;https://twitter.com/Hiding2nowt/status/1716835325493002741
Tue Oct 24 15:13:33 +0000 2023;1,72E+18;@MrAndyNgo Send her to Palestine and see how that works outs;0;0;0;0;en;1,64E+18;1,72E+18;HunterBidensD;https://twitter.com/HunterBidensD/status/1716835324893286540
Tue Oct 24 15:13:32 +0000 2023;1,72E+18;@Byoussef @piersmorgan On the same bases. why the Israelis stay in Palestine? They to told you to leave ðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž;0;0;0;0;en;248082375;1,72E+18;makkawee1;https://twitter.com/makkawee1/status/1716835322892628276
Tue Oct 24 15:13:32 +0000 2023;1,72E+18;@giladts_ @2605stevep @SalomonSoup Funny if you do a little research youâ€™ll see a coin with Palestine on it. You didnâ€™t have an America You didnâ€™t have an Australia You didnâ€™t have an Israel till May 1948  Whats your point;0;0;0;1;en;711048076;1,72E+18;BonnickMark;https://twitter.com/BonnickMark/status/1716835322741567812
Tue Oct 24 15:13:32 +0000 2023;1,72E+18;@stats_feed Ye Palestine wale police hai ya aatakbaadi?;0;0;0;0;hi;1,69E+18;1,72E+18;raj_sharma25962;https://twitter.com/raj_sharma25962/status/1716835322284425271
Tue Oct 24 15:13:32 +0000 2023;1,72E+18;@FoxNews Israel make a parking lot out of Palestine;0;0;0;0;en;1,59E+18;1,72E+18;RonaldKellar4;https://twitter.com/RonaldKellar4/status/1716835321642676274
Tue Oct 24 15:13:31 +0000 2023;1,72E+18;@ExpressNewsPK This Hypocrite Man has Supplied Arms. Ammunition . Mortars to Ukraine. This is called the support that a country needs.  Meanwhile. This American European Slave Will Just Issue Cowardly Verbal Statements for Palestine. #Gaza_Genocide;0;0;0;0;en;1,08E+18;1,72E+18;D_Coder901;https://twitter.com/D_Coder901/status/1716835319088353681
Tue Oct 24 15:13:31 +0000 2023;1,72E+18;@day_walker110 America and NATO failed in Ukraine now they come Palestine. what they need?know themselves;0;0;0;0;en;9,03E+17;1,72E+18;AkidaAwal;https://twitter.com/AkidaAwal/status/1716835317825860010
Tue Oct 24 15:13:31 +0000 2023;1,72E+18;@KimIversenShow Itâ€™s not Israel vs Palestine.   Itâ€™s Israel va Hamas.   The fact that the â€œpro-Palestineâ€ side keeps conflating Hamas/Palestine is telling.;0;0;0;0;en;936062010;1,72E+18;thejjalvarez;https://twitter.com/thejjalvarez/status/1716835317037277429
Tue Oct 24 15:13:31 +0000 2023;1,72E+18;Francine Miller of South Royalton Vt. cites â€œthe illegal occupation of Palestine by Israelâ€ as â€œthe root cause of this conflict.â€ She thus makes clear that the root cause is in fact the refusal by the Arabs since 1947 to accept the Jewish state. https://t.co/rRZ85xW7na;0;0;0;0;en;317854576;1,72E+18;ElRucioDos;https://twitter.com/ElRucioDos/status/1716835316429189575
Tue Oct 24 15:13:31 +0000 2023;1,72E+18;@zisankocyigit @TreyYingst Oh I get it only Israel has to follow rules but Palestinians can do whatever they want??? See thatâ€™s kinda how they got to be such a poor and pathetic land. If anyone believed what you said all Arab countries would come to the aid of Palestine a long long time ago.;0;0;0;0;en;1,50E+18;1,72E+18;MsCreepyLee;https://twitter.com/MsCreepyLee/status/1716835316240125974
Tue Oct 24 15:13:30 +0000 2023;1,72E+18;"ANC KZN calls for Woolworths boycott. as it prepares for protest in support of Palestine""  The @MYANC don't have the competence to keep eThekwini solvent but at least they have enough competency in boycotting  and destruction.   https://t.co/kY2PFZEmGs  https://t.co/SEp7w4Z9iZ""";0;0;0;0;en;1,44E+18;1,72E+18;Tiaan35009125;https://twitter.com/Tiaan35009125/status/1716835314210058428
Tue Oct 24 15:13:29 +0000 2023;1,72E+18;@MattWalshBlog Taken by me at a pro Palestine March in Indianapolis. Mostly Arabs. no violence. no one was anti white or anti west. and no provoking the other side. After the protest. the Muslims made duâ€™a for Palestine and we all left peacefully. Nothing like the BLM protests https://t.co/OoNAY0IhPs;0;0;0;0;en;1,22E+18;1,72E+18;tristan_j3;https://twitter.com/tristan_j3/status/1716835309873447407
Tue Oct 24 15:13:29 +0000 2023;1,72E+18;@jahan_arabegum @urnu_b go nd drink cow piss lundiansðŸ”¥ðŸ”¥;0;0;0;0;en;1,67E+18;1,72E+18;ChilliNameless;https://twitter.com/ChilliNameless/status/1716835308589945063
Tue Oct 24 15:13:28 +0000 2023;1,72E+18;"@iuseittocomment @RabiaMominn @MichaelAArouet @visegrad24 Palestinians existed as they were simply the nomads living on these lands. plus this name being created would've made the Palestinian identity. Though this is mostly to counter the whole idea that a Palestine"" didn't exist. which is indeed false.""";0;0;0;0;en;1,31E+18;1,72E+18;Endleirie;https://twitter.com/Endleirie/status/1716835306014736557
Tue Oct 24 15:13:28 +0000 2023;1,72E+18;@gatewaypundit Because â€œciviliansâ€ in Palestine support find house feed and supply Hamas.;0;0;0;0;en;1,69E+18;1,72E+18;Justa18874;https://twitter.com/Justa18874/status/1716835304886153580
Tue Oct 24 15:13:28 +0000 2023;1,72E+18;@Youridefou on s'en fou rÃ©ellement des gens meurt en palestine;0;0;0;0;fr;1,54E+18;1,72E+18;iris_Jas_;https://twitter.com/iris_Jas_/status/1716835304366022712
Tue Oct 24 15:13:28 +0000 2023;1,72E+18;"@Timcast No coverage of ethnic cleansing in Nagorno-Karabakh.  Why not!?  Because the media doesn't want us to focus on anything but the Israel/Palestine conflict. so don't pay any attention to the man under that curtain"" (Wizard of Oz reference)! https://t.co/Pi95nl3Ri9""";0;0;0;0;en;1,28E+18;1,72E+18;hun_trader;https://twitter.com/hun_trader/status/1716835302830952486
Tue Oct 24 15:13:28 +0000 2023;1,72E+18;@LauraLoomer FREE PALESTINE ðŸ‡µðŸ‡¸;0;0;0;0;et;1,15E+18;1,72E+18;G3rmanicgroyper;https://twitter.com/G3rmanicgroyper/status/1716835302457901435
Tue Oct 24 15:13:27 +0000 2023;1,72E+18;Le fait que jâ€™ai associÃ© Ã§a Ã  de la masturbation;0;0;0;0;fr;1,25E+18;1,72E+18;NothernLeiLight;https://twitter.com/NothernLeiLight/status/1716835302277283841
Tue Oct 24 15:13:27 +0000 2023;1,72E+18;@GoldenChild OUR LEADER LEE DAEYEOLLLLLLLLL;0;0;0;0;en;1,25E+18;1,72E+18;hi_child1211;https://twitter.com/hi_child1211/status/1716835301619109979
Tue Oct 24 15:13:27 +0000 2023;1,72E+18;@NikkiHaley Nikki Nikki. canâ€™t you see? Palestine will be free!;0;0;0;0;en;49378994;1,72E+18;RalphVtech;https://twitter.com/RalphVtech/status/1716835300239134972
Tue Oct 24 15:13:27 +0000 2023;1,72E+18;@7m9ll ØªØ±Ø§ Ù…Ø§ Ø¨ÙŠØ¯Ø®Ù„ÙˆÙ†Ùƒ Ø¨Ù„Ø§ Ø£Ø³ØªÙ‡Ø¨Ø§Ù„;0;0;0;0;ar;9,94E+17;1,72E+18;GhamdiSaadawy;https://twitter.com/GhamdiSaadawy/status/1716835298523717936
Tue Oct 24 15:13:27 +0000 2023;1,72E+18;Who the HELL is we?!;0;0;0;0;en;1,16E+18;1,72E+18;alexiamoorechen;https://twitter.com/alexiamoorechen/status/1716835298418843923
Tue Oct 24 15:13:26 +0000 2023;1,72E+18;@Hecateus1 @Kumeil @ShaiDavidai Why should the Palestinians accept anything other than a return of Palestine?;0;0;0;0;en;9,18E+17;1,72E+18;steveinmerida;https://twitter.com/steveinmerida/status/1716835296388784234
Tue Oct 24 15:13:26 +0000 2023;1,72E+18;@UdaBaker @JeremyDBoreing @benshapiro Especially the overnight activists that didnâ€™t give a shit about Palestine or Gaza a month ago and have used this as an excuse to demonstrate their blatant Antisemitism;0;0;0;0;en;3364173557;1,72E+18;Luckeel8ee;https://twitter.com/Luckeel8ee/status/1716835294593634595
Tue Oct 24 15:13:26 +0000 2023;1,72E+18;@mhelenarato @Sprinter99800 The Ethnic Cleansing of Palestine https://t.co/OceLsYGJEo;0;0;0;0;en;3228663286;1,72E+18;SupremeBeingNes;https://twitter.com/SupremeBeingNes/status/1716835294308122721
Tue Oct 24 15:13:25 +0000 2023;1,72E+18;@giladerdan1 Gilad Erdan. Zionist Israel's continued flagrant omission &amp  denial of terrorism. racism. genicide. ethnic cleansing. land theft. brutal illegal military occupation of Palestine's Gaza. West Bank. East Jerusalem. Zionism  is not Judaism. Zionism employs Nazi pogroms in Palestine!;0;0;0;0;en;178088085;1,72E+18;JimMichie2;https://twitter.com/JimMichie2/status/1716835293687685150
Tue Oct 24 15:13:25 +0000 2023;1,72E+18;We stand with Palestine Ù†Ø­Ù† Ù†Ù‚Ù Ù…Ø¹ ÙÙ„Ø³Ø·ÙŠÙ† #megamanx #zero #x #megaman #palestine #Gaza_under_attack #Gaza  #snes https://t.co/Rtlagivd9t;0;0;0;0;und;7,69E+17;1,72E+18;Mohamed59434468;https://twitter.com/Mohamed59434468/status/1716835291150082166
Tue Oct 24 15:13:25 +0000 2023;1,72E+18;@DouglasKMurray @SuellaBraverman @RobertJenrick I'm sorry I much have missed him saying anything about Hamas? Supporting Palestine and preparing to fight the enemy is fine as Israel has certainly made themselves the enemy for those people. You're sounding rather a tad racist there @DouglasKMurray;0;0;0;0;en;1,37E+18;1,72E+18;PaulCadden1;https://twitter.com/PaulCadden1/status/1716835290642542952
Tue Oct 24 15:13:24 +0000 2023;1,72E+18;@JoeBiden You are killing innocent children and women in Palestine;0;0;0;0;en;1,65E+18;1,72E+18;HosainShah5217;https://twitter.com/HosainShah5217/status/1716835287643619630
Tue Oct 24 15:13:24 +0000 2023;1,72E+18;@Sprinter99800 Malaysians will stand with Palestine. Always.;0;0;0;0;en;1,07E+18;1,72E+18;OrcaFlying;https://twitter.com/OrcaFlying/status/1716835287090028774
Tue Oct 24 15:13:23 +0000 2023;1,72E+18;@antonioguterres @UN #LIVE: #Israel's Eli Cohen at #UNSC - We call for the immediate and unconditional release of all #Hamas hostages #Palestine #Gaza https://t.co/IflBrUiNrU https://t.co/PzEWmbdrn6;0;0;0;0;en;69172612;1,72E+18;arabnews;https://twitter.com/arabnews/status/1716835284338254272
Tue Oct 24 15:13:23 +0000 2023;1,72E+18;@cnnarabic https://t.co/TeVLXQs5GC;0;0;0;0;qme;1,13E+18;1,72E+18;Said87721161;https://twitter.com/Said87721161/status/1716835283767881741
Tue Oct 24 15:13:23 +0000 2023;1,72E+18;@vegilasagna If you are meaning Hamas  ..the violent arm of the Muslim brotherhood who in 2007 overthrew the murdered 200+ Palestine Government national army and took control of Gaza and is supported by Russia ...... Why would we do that? Hamas is Russia and has held Gaza hostage since 2007;0;0;0;0;en;2795575399;1,71E+18;ahfirncw;https://twitter.com/ahfirncw/status/1716835281624850477
Tue Oct 24 15:13:23 +0000 2023;1,72E+18;#SathiyamExclusive | à®•à®¾à®¸à®¾à®µà®¿à®²à¯ à®‡à®¤à¯à®µà¯‡ à®•à®Ÿà¯ˆà®šà®¿ à®†à®Ÿà¯à®Ÿà®®à¯... à®‡à®°à®µà¯‹à®Ÿà¯ à®‡à®°à®µà®¾à®• à®¤à®°à¯ˆà®µà®´à®¿à®¯à¯‡ à®¨à¯à®´à¯ˆà®¨à¯à®¤ à®‡à®¸à¯à®°à¯‡à®²à¯! à®…à®Ÿà¯à®¤à¯à®¤à¯ à®•à®¾à®¤à¯à®¤à®¿à®°à¯à®•à¯à®•à¯à®®à¯ à®…à®¤à®¿à®°à¯à®šà¯à®šà®¿  Watch &gt  https://t.co/vZJw1xzZVv  #Gaza | #IsraelPalestineConflict | #Israel | #Palestine |  #INDIA | #SatiyamNews;0;0;0;0;ta;565366923;1,72E+18;sathiyamnews;https://twitter.com/sathiyamnews/status/1716835281482174478
Tue Oct 24 15:13:22 +0000 2023;1,72E+18;@jamiecam43 @bronwentucker @MaritStiles Because it's bs. Marit is just trying to save face and con people into thinking palestine wasn't the reason they pushed out jama. Like most narcissistic karens Marit is all about control and she can't handle that someone dared not to kiss the ring.;0;0;0;0;en;1,43E+18;1,72E+18;Lostpolitik94;https://twitter.com/Lostpolitik94/status/1716835281129914813
Tue Oct 24 15:13:22 +0000 2023;1,72E+18;This is why itâ€™s so important as citizens of a republic that we not allow ourselves to become cult followers of ANY politician.  Our elected leaders should serve our interests &amp  respond to our will. Otherwise it isnâ€™t democracy.  Power corrupts many people &amp  turns them to tyrants;0;0;0;1;en;110326494;1,72E+18;BreeNewsome;https://twitter.com/BreeNewsome/status/1716835280441770450
Tue Oct 24 15:13:21 +0000 2023;1,72E+18;Copied literally everything. Someone tell him to get a dog too.;0;0;0;0;en;1,65E+18;1,72E+18;imjiminsogbitch;https://twitter.com/imjiminsogbitch/status/1716835273819275436
Tue Oct 24 15:13:20 +0000 2023;1,72E+18;@ZynabAlAziz I stand with palestineðŸ‡µðŸ‡¸;0;0;0;1;en;1,71E+18;1,72E+18;Hariskhan709;https://twitter.com/Hariskhan709/status/1716835269662654470
Tue Oct 24 15:13:20 +0000 2023;1,72E+18;3 Key Insights for Building a Powerful and Loving Movement Against Oppression in Palestine-Israel https://t.co/agj9MJJc8I;0;0;0;0;en;1441008354;1,72E+18;peteralipman;https://twitter.com/peteralipman/status/1716835269628797149
Tue Oct 24 15:13:19 +0000 2023;1,72E+18;To reiterate I dont think we should do any donation collections for this comeback considering the situation in Palestine. I don't think it's right to be spending thousands of dollars to do ok on the charts while people are dying and suffering from the lack of nesscities;0;0;0;0;en;1,32E+18;1,72E+18;mingistarz;https://twitter.com/mingistarz/status/1716835264688230817
Tue Oct 24 15:13:18 +0000 2023;1,72E+18;Si la France condamnait la colonisation. la France s'est toujours refusÃ©e Ã  reconnaitre la Palestine . ce qui permettait la colonisation ..;0;0;0;1;fr;2853418749;1,72E+18;ChriLeblanc;https://twitter.com/ChriLeblanc/status/1716835264457576794
Tue Oct 24 15:13:18 +0000 2023;1,72E+18;Israel is murdering Palestinians in the West Bank where there is NO HAMAS;0;0;0;0;en;1,17E+18;1,72E+18;ibrooart;https://twitter.com/ibrooart/status/1716835262242889944
Tue Oct 24 15:13:18 +0000 2023;1,72E+18;#Gaza_Genocide  #Gazabombing  #ØºØ²Ø©_ØªØ³ØªØºÙŠØ«  #Ù…Ø³ØªØ´ÙÙ‰_Ø§Ù„Ù‚Ø¯Ø³  #Palestine #Isreal  #natanyahu_A_criminal_of_war #Christianity #The_messiah;0;0;0;0;qht;246516074;1,72E+18;a7mad12345;https://twitter.com/a7mad12345/status/1716835261760627002
Tue Oct 24 15:13:18 +0000 2023;1,72E+18;@Sun_in_Water @visegrad24 Show me a map before 1947 in which the land is named Israel and not Palestine or Palestina.;0;0;0;0;en;1,59E+18;1,72E+18;MRrEXxXE;https://twitter.com/MRrEXxXE/status/1716835261580275916
Tue Oct 24 15:13:17 +0000 2023;1,72E+18;Anyone know the origin of the word #Palestine?  Do you know what language it comes from?  Hint: it's not Arabic.;0;0;0;0;en;101537119;1,72E+18;ebrr13;https://twitter.com/ebrr13/status/1716835259940217022
Tue Oct 24 15:13:17 +0000 2023;1,72E+18;#israel #palestine https://t.co/CqIT0DJ0NL;0;0;0;0;qme;1,70E+18;1,72E+18;CluckAbout;https://twitter.com/CluckAbout/status/1716835259634127155
Tue Oct 24 15:13:17 +0000 2023;1,72E+18;@AviMayer @Jerusalem_Post Can yâ€™all do one next for the people thatâ€™s trapped in Palestine that would be a good idea but 2.2 million compared to 200 yâ€™all might not have enough ink for it sadly;0;0;0;0;en;1,32E+18;1,72E+18;BIGGEEMONEY22;https://twitter.com/BIGGEEMONEY22/status/1716835259096911901
