full_text,created_at,id_str,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
@Timcast No coverage of ethnic cleansing in Nagorno-Karabakh.  Why not!?  Because the media doesn't want us to focus on anything but the Israel/Palestine conflict. so don't pay any attention to the man under that curtain (Wizard of Oz reference)! https://t.co/Pi95nl3Ri9,Tue Oct 24 15:13:28 +0000 2023,1716840000000000000,0,0,0,0,en,1279860000000000000,1716830000000000000,hun_trader,https://twitter.com/hun_trader/status/1716835302830952486
@LauraLoomer FREE PALESTINE 🇵🇸,Tue Oct 24 15:13:28 +0000 2023,1716840000000000000,0,0,0,0,et,1148860000000000000,1716620000000000000,G3rmanicgroyper,https://twitter.com/G3rmanicgroyper/status/1716835302457901435
Le fait que j’ai associé ça à de la masturbation,Tue Oct 24 15:13:27 +0000 2023,1716840000000000000,0,0,0,0,fr,1254840000000000000,1716840000000000000,NothernLeiLight,https://twitter.com/NothernLeiLight/status/1716835302277283841
@GoldenChild OUR LEADER LEE DAEYEOLLLLLLLLL,Tue Oct 24 15:13:27 +0000 2023,1716840000000000000,0,0,0,0,en,1249800000000000000,1716830000000000000,hi_child1211,https://twitter.com/hi_child1211/status/1716835301619109979
@NikkiHaley Nikki Nikki. can’t you see? Palestine will be free!,Tue Oct 24 15:13:27 +0000 2023,1716840000000000000,0,0,0,0,en,49378994,1716810000000000000,RalphVtech,https://twitter.com/RalphVtech/status/1716835300239134972
@7m9ll ترا ما بيدخلونك بلا أستهبال,Tue Oct 24 15:13:27 +0000 2023,1716840000000000000,0,0,0,0,ar,994330000000000000,1716770000000000000,GhamdiSaadawy,https://twitter.com/GhamdiSaadawy/status/1716835298523717936
Who the HELL is we?!,Tue Oct 24 15:13:27 +0000 2023,1716840000000000000,0,0,0,0,en,1159020000000000000,1716840000000000000,alexiamoorechen,https://twitter.com/alexiamoorechen/status/1716835298418843923
@Hecateus1 @Kumeil @ShaiDavidai Why should the Palestinians accept anything other than a return of Palestine?,Tue Oct 24 15:13:26 +0000 2023,1716840000000000000,0,0,0,0,en,918276000000000000,1716660000000000000,steveinmerida,https://twitter.com/steveinmerida/status/1716835296388784234
@UdaBaker @JeremyDBoreing @benshapiro Especially the overnight activists that didn’t give a shit about Palestine or Gaza a month ago and have used this as an excuse to demonstrate their blatant Antisemitism,Tue Oct 24 15:13:26 +0000 2023,1716840000000000000,0,0,0,0,en,3364173557,1716770000000000000,Luckeel8ee,https://twitter.com/Luckeel8ee/status/1716835294593634595
@mhelenarato @Sprinter99800 The Ethnic Cleansing of Palestine https://t.co/OceLsYGJEo,Tue Oct 24 15:13:26 +0000 2023,1716840000000000000,0,0,0,0,en,3228663286,1716700000000000000,SupremeBeingNes,https://twitter.com/SupremeBeingNes/status/1716835294308122721
@giladerdan1 Gilad Erdan. Zionist Israel's continued flagrant omission &amp  denial of terrorism. racism. genicide. ethnic cleansing. land theft. brutal illegal military occupation of Palestine's Gaza. West Bank. East Jerusalem. Zionism  is not Judaism. Zionism employs Nazi pogroms in Palestine!,Tue Oct 24 15:13:25 +0000 2023,1716840000000000000,0,0,0,0,en,178088085,1716830000000000000,JimMichie2,https://twitter.com/JimMichie2/status/1716835293687685150
We stand with Palestine نحن نقف مع فلسطين #megamanx #zero #x #megaman #palestine #Gaza_under_attack #Gaza  #snes https://t.co/Rtlagivd9t,Tue Oct 24 15:13:25 +0000 2023,1716840000000000000,0,0,0,0,und,768824000000000000,1716840000000000000,Mohamed59434468,https://twitter.com/Mohamed59434468/status/1716835291150082166
@DouglasKMurray @SuellaBraverman @RobertJenrick I'm sorry I much have missed him saying anything about Hamas? Supporting Palestine and preparing to fight the enemy is fine as Israel has certainly made themselves the enemy for those people. You're sounding rather a tad racist there @DouglasKMurray,Tue Oct 24 15:13:25 +0000 2023,1716840000000000000,0,0,0,0,en,1370470000000000000,1716740000000000000,PaulCadden1,https://twitter.com/PaulCadden1/status/1716835290642542952
@JoeBiden You are killing innocent children and women in Palestine,Tue Oct 24 15:13:24 +0000 2023,1716840000000000000,0,0,0,0,en,1645370000000000000,1716830000000000000,HosainShah5217,https://twitter.com/HosainShah5217/status/1716835287643619630
@Sprinter99800 Malaysians will stand with Palestine. Always.,Tue Oct 24 15:13:24 +0000 2023,1716840000000000000,0,0,0,0,en,1071600000000000000,1716820000000000000,OrcaFlying,https://twitter.com/OrcaFlying/status/1716835287090028774
@antonioguterres @UN #LIVE: #Israel's Eli Cohen at #UNSC - We call for the immediate and unconditional release of all #Hamas hostages #Palestine #Gaza https://t.co/IflBrUiNrU https://t.co/PzEWmbdrn6,Tue Oct 24 15:13:23 +0000 2023,1716840000000000000,0,0,0,0,en,69172612,1716820000000000000,arabnews,https://twitter.com/arabnews/status/1716835284338254272
@cnnarabic https://t.co/TeVLXQs5GC,Tue Oct 24 15:13:23 +0000 2023,1716840000000000000,0,0,0,0,qme,1134420000000000000,1716770000000000000,Said87721161,https://twitter.com/Said87721161/status/1716835283767881741
@vegilasagna If you are meaning Hamas  ..the violent arm of the Muslim brotherhood who in 2007 overthrew the murdered 200+ Palestine Government national army and took control of Gaza and is supported by Russia ...... Why would we do that? Hamas is Russia and has held Gaza hostage since 2007,Tue Oct 24 15:13:23 +0000 2023,1716840000000000000,0,0,0,0,en,2795575399,1712040000000000000,ahfirncw,https://twitter.com/ahfirncw/status/1716835281624850477
#SathiyamExclusive | காஸாவில் இதுவே கடைசி ஆட்டம்... இரவோடு இரவாக தரைவழியே நுழைந்த இஸ்ரேல்! அடுத்து காத்திருக்கும் அதிர்ச்சி  Watch &gt  https://t.co/vZJw1xzZVv  #Gaza | #IsraelPalestineConflict | #Israel | #Palestine |  #INDIA | #SatiyamNews,Tue Oct 24 15:13:23 +0000 2023,1716840000000000000,0,0,0,0,ta,565366923,1716840000000000000,sathiyamnews,https://twitter.com/sathiyamnews/status/1716835281482174478
@jamiecam43 @bronwentucker @MaritStiles Because it's bs. Marit is just trying to save face and con people into thinking palestine wasn't the reason they pushed out jama. Like most narcissistic karens Marit is all about control and she can't handle that someone dared not to kiss the ring.,Tue Oct 24 15:13:22 +0000 2023,1716840000000000000,0,0,0,0,en,1434060000000000000,1716580000000000000,Lostpolitik94,https://twitter.com/Lostpolitik94/status/1716835281129914813
This is why it’s so important as citizens of a republic that we not allow ourselves to become cult followers of ANY politician.  Our elected leaders should serve our interests &amp  respond to our will. Otherwise it isn’t democracy.  Power corrupts many people &amp  turns them to tyrants,Tue Oct 24 15:13:22 +0000 2023,1716840000000000000,0,0,0,1,en,110326494,1716830000000000000,BreeNewsome,https://twitter.com/BreeNewsome/status/1716835280441770450
Copied literally everything. Someone tell him to get a dog too.,Tue Oct 24 15:13:21 +0000 2023,1716840000000000000,0,0,0,0,en,1649380000000000000,1716840000000000000,imjiminsogbitch,https://twitter.com/imjiminsogbitch/status/1716835273819275436
@ZynabAlAziz I stand with palestine🇵🇸,Tue Oct 24 15:13:20 +0000 2023,1716840000000000000,0,0,0,1,en,1705140000000000000,1716510000000000000,Hariskhan709,https://twitter.com/Hariskhan709/status/1716835269662654470
3 Key Insights for Building a Powerful and Loving Movement Against Oppression in Palestine-Israel https://t.co/agj9MJJc8I,Tue Oct 24 15:13:20 +0000 2023,1716840000000000000,0,0,0,0,en,1441008354,1716840000000000000,peteralipman,https://twitter.com/peteralipman/status/1716835269628797149
To reiterate I dont think we should do any donation collections for this comeback considering the situation in Palestine. I don't think it's right to be spending thousands of dollars to do ok on the charts while people are dying and suffering from the lack of nesscities,Tue Oct 24 15:13:19 +0000 2023,1716840000000000000,0,0,0,0,en,1320100000000000000,1716840000000000000,mingistarz,https://twitter.com/mingistarz/status/1716835264688230817
Si la France condamnait la colonisation. la France s'est toujours refusée à reconnaitre la Palestine . ce qui permettait la colonisation ..,Tue Oct 24 15:13:18 +0000 2023,1716840000000000000,0,0,0,1,fr,2853418749,1716840000000000000,ChriLeblanc,https://twitter.com/ChriLeblanc/status/1716835264457576794
Israel is murdering Palestinians in the West Bank where there is NO HAMAS,Tue Oct 24 15:13:18 +0000 2023,1716840000000000000,0,0,0,0,en,1169320000000000000,1716840000000000000,ibrooart,https://twitter.com/ibrooart/status/1716835262242889944
#Gaza_Genocide  #Gazabombing  #غزة_تستغيث  #مستشفى_القدس  #Palestine #Isreal  #natanyahu_A_criminal_of_war #Christianity #The_messiah,Tue Oct 24 15:13:18 +0000 2023,1716840000000000000,0,0,0,0,qht,246516074,1716840000000000000,a7mad12345,https://twitter.com/a7mad12345/status/1716835261760627002
@Sun_in_Water @visegrad24 Show me a map before 1947 in which the land is named Israel and not Palestine or Palestina.,Tue Oct 24 15:13:18 +0000 2023,1716840000000000000,0,0,0,0,en,1591170000000000000,1716580000000000000,MRrEXxXE,https://twitter.com/MRrEXxXE/status/1716835261580275916
Anyone know the origin of the word #Palestine?  Do you know what language it comes from?  Hint: it's not Arabic.,Tue Oct 24 15:13:17 +0000 2023,1716840000000000000,0,0,0,0,en,101537119,1716840000000000000,ebrr13,https://twitter.com/ebrr13/status/1716835259940217022
#israel #palestine https://t.co/CqIT0DJ0NL,Tue Oct 24 15:13:17 +0000 2023,1716840000000000000,0,0,0,0,qme,1704500000000000000,1716840000000000000,CluckAbout,https://twitter.com/CluckAbout/status/1716835259634127155
@AviMayer @Jerusalem_Post Can y’all do one next for the people that’s trapped in Palestine that would be a good idea but 2.2 million compared to 200 y’all might not have enough ink for it sadly,Tue Oct 24 15:13:17 +0000 2023,1716840000000000000,0,0,0,0,en,1318620000000000000,1716760000000000000,BIGGEEMONEY22,https://twitter.com/BIGGEEMONEY22/status/1716835259096911901
@GalGadot Tell your people to get out of Palestine and return the stolen Palestinian land. well actually it is a matter of time till the end of your fake state. it is doomed to end,Tue Oct 24 15:13:17 +0000 2023,1716840000000000000,0,0,0,0,en,247971385,1716540000000000000,hoss_mahmoud,https://twitter.com/hoss_mahmoud/status/1716835257021063289
It is truly horrific what is happening in Gaza every single day. There is no justification to carpet bombing Palestine. The mass casualties are devastating to say the least. CEASEFIRE NOW 🗣️,Tue Oct 24 15:13:16 +0000 2023,1716840000000000000,0,0,0,0,en,1111770000000000000,1716840000000000000,ForkOffEleanor,https://twitter.com/ForkOffEleanor/status/1716835253317140607
@SanhajiAmazighi @CoffeeZillaa @justelamya Soutenir la Palestine sans être antizioniste c’est un contradictoire à sa racine et pour ce que tu dis Jss d’accord mais c moins par lâcheté que par le fait que culturellement on ne manifeste pas. le printemps arabe pèse encore sur notre communauté qui refuse de s’associer,Tue Oct 24 15:13:15 +0000 2023,1716840000000000000,0,0,0,0,fr,1543340000000000000,1716760000000000000,magicaalcherry,https://twitter.com/magicaalcherry/status/1716835251484602581
@jacksonhinklle You've had years to try and change things in Palestine. Why wait until after their terrorist rulers attacked innocent people in Israel??? Did Hamas send warnings before they attacked?? No!! They committed atrocities!!! Don't start none. there won't be none is a saying in the US…,Tue Oct 24 15:13:15 +0000 2023,1716840000000000000,0,0,0,0,en,1482380000000000000,1716630000000000000,TheFitzburgh,https://twitter.com/TheFitzburgh/status/1716835251173937275
@MyLordBebo Free Palestine.... Free Gaza,Tue Oct 24 15:13:15 +0000 2023,1716840000000000000,0,0,0,0,en,1569540824,1716830000000000000,mdrj007,https://twitter.com/mdrj007/status/1716835249974542694
@jacksonhinklle You Can Crush All The Flowers But You Cannot Stop The Spring ~Pablo Neruda  PALESTINE will be FREE,Tue Oct 24 15:13:14 +0000 2023,1716840000000000000,0,0,0,0,en,1537000000000000000,1716830000000000000,illuminatus_AB,https://twitter.com/illuminatus_AB/status/1716835245033746720
gila. palestine perlukan support dan suara kita. tapi orang orang against ph ni sibuk mempolitikkan semua isu. sudahla. fokus la isu yang lebih besar. palestine isunya bukan politik haih,Tue Oct 24 15:13:13 +0000 2023,1716840000000000000,0,0,0,0,in,2547572790,1716840000000000000,dkwmlfs,https://twitter.com/dkwmlfs/status/1716835240382218348
