id,username,full_text,created_at,tweet_url
100,dadash6525,@TreyYingst We stand with palestine against the evil zionists 🇵🇸🇵🇸🇵🇸🇹🇷🇹🇷🇹🇷,Tue Oct 24 15:13:09 +0000 2023,https://twitter.com/dadash6525/status/1716835226465480784
101,Shaharyar_3,@vonderleyen Raise voice for palestine,Tue Oct 24 15:13:09 +0000 2023,https://twitter.com/Shaharyar_3/status/1716835224670351863
102,diyanaelisya,Yeahhhh alhamdulillah Malaysia Stand For Palestine 🤍,Tue Oct 24 15:13:09 +0000 2023,https://twitter.com/diyanaelisya/status/1716835224250978744
104,UTNARAVANE,@RishiSunak Murder of Palestine children is blot on humanity. stop supporting murderers of isrral and put pressure on them to stop their genocidal agenda.  #FreePalestine,Tue Oct 24 15:13:08 +0000 2023,https://twitter.com/UTNARAVANE/status/1716835219817582909
105,nyooomgi,suchwita editors are so good at clipping the moments with the most sexual tension for the teaser,Tue Oct 24 15:13:08 +0000 2023,https://twitter.com/nyooomgi/status/1716835219775389747
109,twinkcoven,@vineyscoven no i didnt idk what ur talking about,Tue Oct 24 15:13:07 +0000 2023,https://twitter.com/twinkcoven/status/1716835216403358049
111,AmUkashaCh,@HafizSyedShah Pakistan stand with Palestine,Tue Oct 24 15:13:07 +0000 2023,https://twitter.com/AmUkashaCh/status/1716835215744627141
112,aerigoms_,@4esphere @RVsmtown I CAN ONLY HOPE THAT’S TRUE HDHDHDH,Tue Oct 24 15:13:06 +0000 2023,https://twitter.com/aerigoms_/status/1716835214188786136
113,CuteBalak,@Keshaveditz27 This is absolutely not true. There was no Islamic invasion in south this statement itself shows the bias in education. It’s truly worrying that people in north don’t even have basic knowledge of how south has suffered and always ridicule us that they beat the burnt.,Tue Oct 24 15:13:06 +0000 2023,https://twitter.com/CuteBalak/status/1716835212984775151
114,98mlnV,@POTUS Pray for Palestine 🇵🇸 save Palestine 🇵🇸,Tue Oct 24 15:13:06 +0000 2023,https://twitter.com/98mlnV/status/1716835212271947949
117,MirroredMax,@AhmiRajpoot2 Palestine love using children for propaganda https://t.co/CGT1fgB5n6,Tue Oct 24 15:13:05 +0000 2023,https://twitter.com/MirroredMax/status/1716835206403932650
118,cairo96500025,Special thank you to my 129 new followers from Saudi Arabia. Egypt. Palestine. and more last week. https://t.co/hIjRXORVG8 https://t.co/8BiDbcN2W9,Tue Oct 24 15:13:05 +0000 2023,https://twitter.com/cairo96500025/status/1716835205997093160
119,fjorseti,Just saw a thread with statements from 8 or so higher-ups of *sr*el unequivocally showing that H*m*s is not their sole target and they see all Palestinians as subhuman. They just want Palestine to burn  And people still have the gall to cry that calling this out is *ntis*mit*sm,Tue Oct 24 15:13:04 +0000 2023,https://twitter.com/fjorseti/status/1716835204969750735
120,almotasem81,My kids go on weekends to an Arabic school. Most Kids are ☪️. they thought it’s a safe environment to talk about their feelings. ♦️ Nope. the teacher. a 🇵🇸 herself told them if we talk about #Palestine we might be accused with #Antisemitism &amp  the school will be closed. so 🤐… https://t.co/oGK31iH1dY,Tue Oct 24 15:13:03 +0000 2023,https://twitter.com/almotasem81/status/1716835199047348302
122,RogerWilliam77,@ChannelNewsAsia Like if you support Palestine 🇵🇸,Tue Oct 24 15:13:02 +0000 2023,https://twitter.com/RogerWilliam77/status/1716835197155758556
124,egg_is_spicy,@Philly_RIOT @GameAndWolve Uncultured,Tue Oct 24 15:13:02 +0000 2023,https://twitter.com/egg_is_spicy/status/1716835195087982615
127,palinfoen,#BREAKING  Settlers burn a house in the village of Talfit. near Nablus. #Palestine  #WestBank https://t.co/YvoUxbXGhu,Tue Oct 24 15:13:01 +0000 2023,https://twitter.com/palinfoen/status/1716835192688787468
130,almotasem81,The other day my daughter was asking us how to behave if she is forced in school  to do things she doesn’t agree with.  🔸My wife said: „do what is told from you. never talk about #Palestine in school“ 🔹I was like „This is what our parents used to do in Syria. We are in a free… https://t.co/Ktotn39ak9,Tue Oct 24 15:13:01 +0000 2023,https://twitter.com/almotasem81/status/1716835191120085075
131,Revvedupprofits,@anontwtuser11 @PogFishPoster The difference was George Floyd paid for his crimes before his death.  Palestine is still in the act of committing them.,Tue Oct 24 15:13:01 +0000 2023,https://twitter.com/Revvedupprofits/status/1716835190683897932
134,fredericobask,@simsim110162 Je pense que beaucoup de gens dont je fait partie se posent beaucoup de questions  Israël dans la bible est en fait Jacob et non une terre. la Palestine quand a elle est une terre .,Tue Oct 24 15:13:01 +0000 2023,https://twitter.com/fredericobask/status/1716835189295661417
136,Xtremtek,Et cette coalition internationale rassemblera 80 drapeaux pour une bataille finale à Dabiq... En plus al Aqsa et Palestine toussa...  https://t.co/lxOoSRp0wa,Tue Oct 24 15:13:00 +0000 2023,https://twitter.com/Xtremtek/status/1716835185445241082
142,semharhail,An online talk on 'Contextualising #Gaza ' with Dr. Nada Elia - Tomorrow at 6pm CET.  Organised by Students of @UniBaselSocSci @crit_urbanisms   #Palestine #Gaza,Tue Oct 24 15:12:58 +0000 2023,https://twitter.com/semharhail/status/1716835178365223078
144,SD_68x_,الزبدههههههه احراااااااااااااااااااجججججججج,Tue Oct 24 15:12:57 +0000 2023,https://twitter.com/SD_68x_/status/1716835172858171855
145,MaryXX_2004,@ado1024imokenp May I ask what's this?,Tue Oct 24 15:12:55 +0000 2023,https://twitter.com/MaryXX_2004/status/1716835167812354415
147,PwdrhrnForever,@Imamofpeace I stand against all terrorists.  However when Jews rebelled against their Nazi SS guards in Warsaw. were they terrorists?  So why is it wrong when the prisoners attack the guards in Occupied Palestine?,Tue Oct 24 15:12:54 +0000 2023,https://twitter.com/PwdrhrnForever/status/1716835161248240052
148,BLUDNYGMA,@mssaIIsunday 😭😭😭 i need one like dat omg,Tue Oct 24 15:12:54 +0000 2023,https://twitter.com/BLUDNYGMA/status/1716835161088938157
149,vikaschawla6,Palestine must follow Gandhi All Middle East countries including Saudi say that,Tue Oct 24 15:12:53 +0000 2023,https://twitter.com/vikaschawla6/status/1716835156479410402
150,EasternRoseUK,As Suella and police argue over the use of the word Jihad in peaceful protests for Palestine. here is what it actually means. This is what 1.8 billion Muslims seek to do every day. their jihad. #Islamaphobia  #FreeSpeech  #PalestineHolocaust  #palestineGencide  #IslamUnderAttack https://t.co/UqbszHnRKF,Tue Oct 24 15:12:52 +0000 2023,https://twitter.com/EasternRoseUK/status/1716835154814185768
152,Sarxhra,it's truly dystopian that people are quite literally losing their jobs for merely saying free palestine what the actual fuck,Tue Oct 24 15:12:51 +0000 2023,https://twitter.com/Sarxhra/status/1716835150166941743
154,S189b,@greg_price11 Yet still the horror and destruction that happen to Palestine is unbelievable. Hope no human being suffer it. Hope there is peace. Vengeance should never be like this. This Nazi-like behaviors.,Tue Oct 24 15:12:51 +0000 2023,https://twitter.com/S189b/status/1716835148992291177
155,danilonesaf,@RFI Mais Israël peut bombardé le Liban. la Syrie. la Palestine ? Comme vous français ont bombardé la Libye etc ...,Tue Oct 24 15:12:50 +0000 2023,https://twitter.com/danilonesaf/status/1716835145687208422
157,WompSplat,@petalss_pearlss AIRPLANES??? Airplanes can fly??? Likes TAILS…Tails can fly…I LOVE TAILS!!!!!!!!!!!!!,Tue Oct 24 15:12:49 +0000 2023,https://twitter.com/WompSplat/status/1716835141207859354
159,ashiqbadboy,@GermanyDiplo @ABaerbock @UN What about Palestine?,Tue Oct 24 15:12:49 +0000 2023,https://twitter.com/ashiqbadboy/status/1716835140171952255
160,DavidBjaoui,@vartel92 @lemondefr « La Palestine existe » ah bon ? Qui la reconnaît ? Quel est sa monnaie ? Son président ? Merci de m’éclairer svp,Tue Oct 24 15:12:48 +0000 2023,https://twitter.com/DavidBjaoui/status/1716835138296746281
161,whitney_jewston,This. but also… human rights aren’t conditional. Any arguments about how progressive Palestine is have nothing to do with it getting bombed.,Tue Oct 24 15:12:48 +0000 2023,https://twitter.com/whitney_jewston/status/1716835138179617178
164,MARKGOW55207888,@duakpopfan @Umkhalid1987 @omoemufestus @DrLoupis yer looking up Palestine in the bible..need a bit of help,Tue Oct 24 15:12:47 +0000 2023,https://twitter.com/MARKGOW55207888/status/1716835133511414024
165,LynzP01,@hassanwhy_ @TorahJudaism Salam brother. as good Muslims. we must stand with Palestine AND non Zionist Jews as they’re getting pummelled too. Let’s not forget that they are victims also of the Zionist state. Sickens me to see this.,Tue Oct 24 15:12:47 +0000 2023,https://twitter.com/LynzP01/status/1716835133423300657
166,Msabd67,@CensoredMen @cenkuygur The issue is. who is listening to this message? Only you and me. who don’t have power to stop the masse killings and genocides.  #Palestine_Genocide #Gaza_Genocide,Tue Oct 24 15:12:47 +0000 2023,https://twitter.com/Msabd67/status/1716835131191636437
167,lawlietpilled,@sh4rkfinns Hashtag wriothesley COCK,Tue Oct 24 15:12:46 +0000 2023,https://twitter.com/lawlietpilled/status/1716835130327839104
169,DevorahChaya,@MorselSherzai @Aski7k @george_revutsky @yashar She was born in Eretz Yisrael. Officially it was called the Ottoman Empire at that time. I believe. Palestine is a name that it was called by the Romans. nothing to do with modern day “Palestinians”.,Tue Oct 24 15:12:45 +0000 2023,https://twitter.com/DevorahChaya/status/1716835122882744700
171,IdiotAhad,@dieworkwear do your politics (progressive) happen to include a free palestine?,Tue Oct 24 15:12:44 +0000 2023,https://twitter.com/IdiotAhad/status/1716835121725046967
174,mydieu111092,@jacksonhinklle Everyone sympathizes and supports peace for #Palestine,Tue Oct 24 15:12:43 +0000 2023,https://twitter.com/mydieu111092/status/1716835116893499738
175,Abubakar1572021,@sentdefender I pray for the day when the children of Syria. Palestine &amp  Iraq wake up to the sound of birds not bombs.   🇵🇸🇵🇸,Tue Oct 24 15:12:43 +0000 2023,https://twitter.com/Abubakar1572021/status/1716835116058865780
177,Kath_Nye,@5Pillarsuk Here's the Free Palestine chants by the wonderful commuters on the Central Line on London's Tube. in solidarity with the besieged in Gaza.  https://t.co/dwCeP5fBeQ,Tue Oct 24 15:12:43 +0000 2023,https://twitter.com/Kath_Nye/status/1716835113999503681
179,xogabbx,The way so many of my “friends” are staying quiet about Palestine is truly disgusting especially when most of y’all have kids 😵‍💫,Tue Oct 24 15:12:42 +0000 2023,https://twitter.com/xogabbx/status/1716835113093279800
181,francGuiberteau,@Sylvie12340 @Plumeavisee @BFMTV Israël est une démocratie. la Palestine une région gouverné par des terroristes islamistes djihadiste du Hamas. qui sont aussi pire que les nazis,Tue Oct 24 15:12:42 +0000 2023,https://twitter.com/francGuiberteau/status/1716835110677319820
183,Palomarrr4,@avivgeffen @liamgallagher He doesn't support genocide. FREE PALESTINE,Tue Oct 24 15:12:41 +0000 2023,https://twitter.com/Palomarrr4/status/1716835108496245202
184,ncctwice,GETTTTTTTTTTGEHH AWAYFROMME https://t.co/L62rb64IbU,Tue Oct 24 15:12:40 +0000 2023,https://twitter.com/ncctwice/status/1716835104427831718
185,MisTy_Here_,@sentdefender Pray for palestine,Tue Oct 24 15:12:40 +0000 2023,https://twitter.com/MisTy_Here_/status/1716835101286228213
186,aerigoms_,also no karina teaser in https://t.co/PymyFdvEbn ???? 😭😭😭😭😭,Tue Oct 24 15:12:39 +0000 2023,https://twitter.com/aerigoms_/status/1716835100116357360
187,BLUDNYGMA,quoting my fav best pixelated dilf 🤭 https://t.co/N9CJwptr9B,Tue Oct 24 15:12:39 +0000 2023,https://twitter.com/BLUDNYGMA/status/1716835098992242702
189,melongin_,my windows surface laptop will just make my surface pen stop working when it wants to force me to install an update. Hella annoying when it happens during the middle of lecture,Tue Oct 24 15:12:38 +0000 2023,https://twitter.com/melongin_/status/1716835096337199234
191,mellythe_melon,OH SHIT????? OH SHITTTT,Tue Oct 24 15:12:38 +0000 2023,https://twitter.com/mellythe_melon/status/1716835094621827352
193,khala_ka_larkaa,@m_not_yours Yahan tw har jaga even kahi jaa kr bhi😭😂😂,Tue Oct 24 15:12:37 +0000 2023,https://twitter.com/khala_ka_larkaa/status/1716835090318475516
194,helpPalestine__,Childhood in Gaza. https://t.co/fozxJBTBeQ,Tue Oct 24 15:12:37 +0000 2023,https://twitter.com/helpPalestine__/status/1716835089450160535
195,Habbeyne,Hollywood yıldızı Jason Statham Filistinde yaşanan zulme sessiz kalmamak için aracına filistin bayrağı asarak destek verdi.  Şampiyonlar Ligi İcardi İsveç lider devlet bahçeli Vladimir Putin 110 filistinli Süleyman Soylu #Gaza İran #Palestine  https://t.co/C4ScpkMNcM,Tue Oct 24 15:12:37 +0000 2023,https://twitter.com/Habbeyne/status/1716835089445990600
197,Alexday156,@kamiyouo FRRR,Tue Oct 24 15:12:36 +0000 2023,https://twitter.com/Alexday156/status/1716835087113765292
198,ririnafiya,Diantara terkabulnya doa adalah ketika turun hujan.  Yaa Rabbi Ya Ilahi... Selamatkanlah bumi Palestine. tolonglah saudara² kami disana. beri kekuatan bagi para pejuang agamaMu. beri kesabaran bagi saudara kami yang terluka karna kekejian zionis Israel. https://t.co/gwffj1LaFM,Tue Oct 24 15:12:36 +0000 2023,https://twitter.com/ririnafiya/status/1716835085847257578
199,bowielovr,i have been coughing up ungodly amounts of phlegm recently it is not pleasant,Tue Oct 24 15:12:36 +0000 2023,https://twitter.com/bowielovr/status/1716835084576391187
200,ali_ramzdar,End infanticide إنهاء قتل الأطفال קץ לרצח תינוקות کودک کشی را پایان دهید #qaza #palestine #Isreal https://t.co/ODP0et3zj7,Tue Oct 24 15:12:35 +0000 2023,https://twitter.com/ali_ramzdar/status/1716835083842183510
201,warnett3l0vebot,@emsxmanorian she’s a zion!st,Tue Oct 24 15:12:34 +0000 2023,https://twitter.com/warnett3l0vebot/status/1716835078238793745
206,USA1PATRIOTUSA1,@CIA_Glow_Jogger @PakistaniIndex @MarkRuffalo Palestine is learning what 'Fuck around and find out' means.,Tue Oct 24 15:12:33 +0000 2023,https://twitter.com/USA1PATRIOTUSA1/status/1716835074614915169
